======== Checking equivalence of automata =======
Automata directory:   tests/aut_timbuk_smaller/
Timeout:              300 s
reading files ...
-----------------------------------------------
      aut1;      aut2;double-incl;double-incl-d;  congr-up;      '<=';
     A0063;     A0062;    7.0000;    1.0000;    1.0000;         0;        ok;
     A0063;     A0063;  227.0000;  227.0000;   23.0000;         1;        ok;
     A0063;     A0064;  249.0000;  249.0000;   23.0000;         1;        ok;
     A0063;     A0065;  248.0000;  248.0000;   23.0000;         1;        ok;
     A0063;     A0070;    3.0000;    3.0000;    5.0000;         0;        ok;
     A0063;     A0080;  154.0000;    2.0000;    2.0000;         0;        ok;
     A0063;     A0082;  118.0000;    2.0000;    2.0000;         0;        ok;
     A0063;     A0083;  107.0000;    2.0000;    2.0000;         0;        ok;
     A0063;     A0086;    3.0000;    2.0000;    2.0000;         0;        ok;
     A0063;     A0087;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0063;     A0088;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0063;     A0089;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0064;     A0053;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0054;    6.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0055;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0056;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0057;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0058;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0059;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0060;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0062;    6.0000;    1.0000;    1.0000;         0;        ok;
     A0064;     A0063;  249.0000;  249.0000;   20.0000;         1;        ok;
     A0064;     A0064;  200.0000;  200.0000;   20.0000;         1;        ok;
     A0064;     A0065;  232.0000;  231.0000;   20.0000;         1;        ok;
     A0064;     A0070;    4.0000;    3.0000;    7.0000;         0;        ok;
     A0064;     A0080;  127.0000;    2.0000;    2.0000;         0;        ok;
     A0064;     A0082;  103.0000;    2.0000;    2.0000;         0;        ok;
     A0064;     A0083;  103.0000;    2.0000;    2.0000;         0;        ok;
     A0064;     A0086;    4.0000;    2.0000;    2.0000;         0;        ok;
     A0064;     A0087;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0064;     A0088;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0064;     A0089;    2.0000;    4.0000;    2.0000;         0;        ok;
     A0065;     A0053;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0054;    6.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0055;    6.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0056;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0057;    6.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0058;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0059;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0060;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0062;    6.0000;    1.0000;    1.0000;         0;        ok;
     A0065;     A0063;  245.0000;  245.0000;   23.0000;         1;        ok;
     A0065;     A0064;  229.0000;  229.0000;   23.0000;         1;        ok;
     A0065;     A0065;  193.0000;  194.0000;   23.0000;         1;        ok;
     A0065;     A0070;    4.0000;    3.0000;    5.0000;         0;        ok;
     A0065;     A0080;   98.0000;    2.0000;    2.0000;         0;        ok;
     A0065;     A0082;   94.0000;    2.0000;    2.0000;         0;        ok;
     A0065;     A0083;   94.0000;    2.0000;    2.0000;         0;        ok;
     A0065;     A0086;    6.0000;    2.0000;    2.0000;         0;        ok;
     A0065;     A0087;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0065;     A0088;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0065;     A0089;    2.0000;    4.0000;    2.0000;         0;        ok;
     A0070;     A0053;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0054;   91.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0055;   82.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0056;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0057;   80.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0058;   83.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0059;   83.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0060;   90.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0062;   90.0000;    1.0000;    1.0000;         0;        ok;
     A0070;     A0063;    3.0000;    3.0000;    7.0000;         0;        ok;
     A0070;     A0064;    3.0000;    4.0000;    7.0000;         0;        ok;
     A0070;     A0065;    3.0000;    4.0000;    7.0000;         0;        ok;
     A0070;     A0070;  178.0000;  178.0000;   21.0000;         1;        ok;
     A0070;     A0080;    3.0000;    2.0000;    2.0000;         0;        ok;
     A0070;     A0082;    3.0000;    2.0000;    2.0000;         0;        ok;
     A0070;     A0083;    3.0000;    2.0000;    2.0000;         0;        ok;
     A0070;     A0086;   91.0000;    2.0000;    2.0000;         0;        ok;
     A0070;     A0087;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0070;     A0088;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0070;     A0089;    2.0000;    4.0000;    2.0000;         0;        ok;
     A0080;     A0053;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0054;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0055;    6.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0056;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0057;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0058;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0059;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0060;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0062;    3.0000;    1.0000;    1.0000;         0;        ok;
     A0080;     A0063;    2.0000;  153.0000;    2.0000;         0;        ok;
     A0080;     A0064;    2.0000;  128.0000;    2.0000;         0;        ok;
     A0080;     A0065;    2.0000;   98.0000;    2.0000;         0;        ok;
     A0080;     A0070;    2.0000;    3.0000;    2.0000;         0;        ok;
     A0080;     A0080;  224.0000;  224.0000;   30.0000;         1;        ok;
     A0080;     A0082;  120.0000;    8.0000;    9.0000;         0;        ok;
     A0080;     A0083;  119.0000;    6.0000;    9.0000;         0;        ok;
     A0080;     A0086;    8.0000;    2.0000;    2.0000;         0;        ok;
     A0080;     A0087;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0080;     A0088;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0080;     A0089;    2.0000;    4.0000;    2.0000;         0;        ok;
     A0082;     A0053;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0054;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0055;    6.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0056;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0057;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0058;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0059;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0060;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0062;    3.0000;    1.0000;    1.0000;         0;        ok;
     A0082;     A0063;    2.0000;  106.0000;    2.0000;         0;        ok;
     A0082;     A0064;    2.0000;   98.0000;    2.0000;         0;        ok;
     A0082;     A0065;    2.0000;   94.0000;    2.0000;         0;        ok;
     A0082;     A0070;    2.0000;    3.0000;    2.0000;         0;        ok;
     A0082;     A0080;    8.0000;  121.0000;    9.0000;         0;        ok;
     A0082;     A0082;  222.0000;  222.0000;   30.0000;         1;        ok;
     A0082;     A0083;  223.0000;  224.0000;   30.0000;         1;        ok;
     A0082;     A0086;    8.0000;    2.0000;    2.0000;         0;        ok;
     A0082;     A0087;    2.0000;  162.0000;    2.0000;         0;        ok;
     A0082;     A0088;    2.0000;  167.0000;    2.0000;         0;        ok;
     A0082;     A0089;    2.0000;  173.0000;    2.0000;         0;        ok;
     A0083;     A0053;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0054;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0055;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0056;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0057;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0058;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0059;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0060;    4.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0062;    3.0000;    1.0000;    1.0000;         0;        ok;
     A0083;     A0063;    2.0000;  107.0000;    2.0000;         0;        ok;
     A0083;     A0064;    2.0000;  100.0000;    2.0000;         0;        ok;
     A0083;     A0065;    2.0000;   94.0000;    2.0000;         0;        ok;
     A0083;     A0070;    2.0000;    3.0000;    2.0000;         0;        ok;
     A0083;     A0080;    6.0000;  119.0000;    9.0000;         0;        ok;
     A0083;     A0082;  224.0000;  224.0000;   30.0000;         1;        ok;
     A0083;     A0083;  225.0000;  225.0000;   30.0000;         1;        ok;
     A0083;     A0086;    6.0000;    2.0000;    2.0000;         0;        ok;
     A0083;     A0087;    2.0000;  170.0000;    2.0000;         0;        ok;
     A0083;     A0088;    2.0000;  165.0000;    2.0000;         0;        ok;
     A0083;     A0089;    2.0000;  172.0000;    2.0000;         0;        ok;
     A0086;     A0053;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0054;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0055;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0056;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0057;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0058;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0059;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0060;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0062;    2.0000;    1.0000;    1.0000;         0;        ok;
     A0086;     A0063;    2.0000;    3.0000;    2.0000;         0;        ok;
     A0086;     A0064;    2.0000;    4.0000;    2.0000;         0;        ok;
     A0086;     A0065;    2.0000;    6.0000;    2.0000;         0;        ok;
     A0086;     A0070;    2.0000;   91.0000;    2.0000;         0;        ok;
     A0086;     A0080;    2.0000;    3.0000;    2.0000;         0;        ok;
     A0086;     A0082;    2.0000;    8.0000;    2.0000;         0;        ok;
     A0086;     A0083;    2.0000;    6.0000;    2.0000;         0;        ok;
     A0086;     A0086;  236.0000;  236.0000;   29.0000;         1;        ok;
     A0086;     A0087;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0086;     A0088;    2.0000;    5.0000;    2.0000;         0;        ok;
     A0086;     A0089;    2.0000;  165.0000;    2.0000;         0;        ok;
     A0087;     A0053;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0054;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0055;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0056;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0057;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0058;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0059;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0060;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0062;    5.0000;    1.0000;    1.0000;         0;        ok;
     A0087;     A0063;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0087;     A0064;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0087;     A0065;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0087;     A0070;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0087;     A0080;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0087;     A0082;  160.0000;    2.0000;    2.0000;         0;        ok;
     A0087;     A0083;  166.0000;    2.0000;    2.0000;         0;        ok;
     A0087;     A0086;    5.0000;    2.0000;    2.0000;         0;        ok;
     A0087;     A0087;  352.0000;  352.0000;   16.0000;         1;        ok;
