======== Checking equivalence of automata =======
Automata directory:   tests/aut_timbuk_smaller
Timeout:              300 s
reading files ...
-----------------------------------------------
      aut1;      aut2;double-incl;double-incl-d;  congr-up;      '<=';
     A0057;     A0059;    0.0000;    0.0000;    0.8136;         0;        ok;
     A0057;     A0060;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0057;     A0062;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0057;     A0063;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0064;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0065;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0070;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0080;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0082;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0083;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0086;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0087;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0088;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0057;     A0089;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0053;    0.0000;    0.0000;    0.5000;         0;        ok;
     A0058;     A0054;    0.0000;    0.0000;    0.8095;         0;        ok;
     A0058;     A0055;    0.0000;    0.0000;    0.7857;         0;        ok;
     A0058;     A0056;    0.0000;    0.0000;    0.5000;         0;        ok;
     A0058;     A0057;    0.0000;    0.0000;    0.8378;         0;        ok;
     A0058;     A0058;    0.0000;    0.0000;    0.8779;         1;        ok;
     A0058;     A0059;    0.0000;    0.0000;    0.8254;         0;        ok;
     A0058;     A0060;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0058;     A0062;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0058;     A0063;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0064;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0065;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0070;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0080;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0082;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0083;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0086;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0087;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0088;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0058;     A0089;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0053;    0.0000;    0.0000;    0.5000;         0;        ok;
     A0059;     A0054;    0.0000;    0.0000;    0.8095;         0;        ok;
     A0059;     A0055;    0.0000;    0.0000;    0.7857;         0;        ok;
     A0059;     A0056;    0.0000;    0.0000;    0.5000;         0;        ok;
     A0059;     A0057;    0.0000;    0.0000;    0.8333;         0;        ok;
     A0059;     A0058;    0.0000;    0.0000;    0.8281;         0;        ok;
     A0059;     A0059;    0.0000;    0.0000;    0.8705;         1;        ok;
     A0059;     A0060;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0059;     A0062;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0059;     A0063;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0064;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0065;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0070;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0080;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0082;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0083;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0086;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0087;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0088;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0059;     A0089;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0053;    0.0000;    0.0000;    0.5000;         0;        ok;
     A0060;     A0054;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0060;     A0055;    0.0000;    0.0000;    0.7059;         0;        ok;
     A0060;     A0056;    0.0000;    0.0000;    0.5000;         0;        ok;
     A0060;     A0057;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0060;     A0058;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0060;     A0059;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0060;     A0060;    0.0000;    0.0000;    0.9073;         1;        ok;
     A0060;     A0062;    0.0000;    0.0000;    0.9055;         0;        ok;
     A0060;     A0063;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0064;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0065;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0070;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0080;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0082;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0083;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0086;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0087;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0088;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0060;     A0089;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0053;    0.0000;    0.0000;    0.5000;         0;        ok;
     A0062;     A0054;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0062;     A0055;    0.0000;    0.0000;    0.7059;         0;        ok;
     A0062;     A0056;    0.0000;    0.0000;    0.5000;         0;        ok;
     A0062;     A0057;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0062;     A0058;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0062;     A0059;    0.0000;    0.0000;    0.8000;         0;        ok;
     A0062;     A0060;    0.0000;    0.0000;    0.7778;         0;        ok;
     A0062;     A0062;    0.0000;    0.0000;    0.9008;         1;        ok;
     A0062;     A0063;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0064;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0065;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0070;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0080;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0082;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0083;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0086;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0087;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0088;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0062;     A0089;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0063;     A0063;    0.0000;    0.0000;    0.8741;         1;        ok;
     A0063;     A0064;    0.0000;    0.0000;    0.8741;         1;        ok;
     A0063;     A0065;    0.0000;    0.0000;    0.8741;         1;        ok;
     A0063;     A0070;    0.0000;    0.0000;    0.7885;         0;        ok;
     A0063;     A0080;    0.0000;    0.0000;    0.9032;         0;        ok;
     A0063;     A0082;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0063;     A0083;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0063;     A0086;    0.0000;    0.0000;    0.9167;         0;        ok;
     A0063;     A0087;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0063;     A0088;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0063;     A0089;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0064;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0064;     A0063;    0.0000;    0.0000;    0.8739;         1;        ok;
     A0064;     A0064;    0.0000;    0.0000;    0.8739;         1;        ok;
     A0064;     A0065;    0.0000;    0.0000;    0.8739;         1;        ok;
     A0064;     A0070;    0.0000;    0.0000;    0.7952;         0;        ok;
     A0064;     A0080;    0.0000;    0.0000;    0.9032;         0;        ok;
     A0064;     A0082;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0064;     A0083;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0064;     A0086;    0.0000;    0.0000;    0.9167;         0;        ok;
     A0064;     A0087;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0064;     A0088;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0064;     A0089;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0065;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0065;     A0063;    0.0000;    0.0000;    0.8741;         1;        ok;
     A0065;     A0064;    0.0000;    0.0000;    0.8741;         1;        ok;
     A0065;     A0065;    0.0000;    0.0000;    0.8741;         1;        ok;
     A0065;     A0070;    0.0000;    0.0000;    0.7885;         0;        ok;
     A0065;     A0080;    0.0000;    0.0000;    0.9032;         0;        ok;
     A0065;     A0082;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0065;     A0083;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0065;     A0086;    0.0000;    0.0000;    0.9167;         0;        ok;
     A0065;     A0087;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0065;     A0088;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0065;     A0089;    0.0000;    0.0000;    0.8462;         0;        ok;
     A0070;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0070;     A0063;    0.0000;    0.0000;    0.7647;         0;        ok;
     A0070;     A0064;    0.0000;    0.0000;    0.7647;         0;        ok;
     A0070;     A0065;    0.0000;    0.0000;    0.7647;         0;        ok;
     A0070;     A0070;    0.0000;    0.0000;    0.8400;         1;        ok;
     A0070;     A0080;    0.0000;    0.0000;    0.9091;         0;        ok;
     A0070;     A0082;    0.0000;    0.0000;    0.9189;         0;        ok;
     A0070;     A0083;    0.0000;    0.0000;    0.9189;         0;        ok;
     A0070;     A0086;    0.0000;    0.0000;    0.9118;         0;        ok;
     A0070;     A0087;    0.0000;    0.0000;    0.8667;         0;        ok;
     A0070;     A0088;    0.0000;    0.0000;    0.8667;         0;        ok;
     A0070;     A0089;    0.0000;    0.0000;    0.8571;         0;        ok;
     A0080;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0080;     A0063;    0.0000;    0.0000;    0.9032;         0;        ok;
     A0080;     A0064;    0.0000;    0.0000;    0.9032;         0;        ok;
     A0080;     A0065;    0.0000;    0.0000;    0.9032;         0;        ok;
     A0080;     A0070;    0.0000;    0.0000;    0.9091;         0;        ok;
     A0080;     A0080;    0.0000;    0.0000;    0.9064;         1;        ok;
     A0080;     A0082;    0.0000;    0.0000;    0.8466;         0;        ok;
     A0080;     A0083;    0.0000;    0.0000;    0.8466;         0;        ok;
     A0080;     A0086;    0.0000;    0.0000;    0.9167;         0;        ok;
     A0080;     A0087;    0.0000;    0.0000;    0.9091;         0;        ok;
     A0080;     A0088;    0.0000;    0.0000;    0.9091;         0;        ok;
     A0080;     A0089;    0.0000;    0.0000;    0.9091;         0;        ok;
     A0082;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0082;     A0063;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0082;     A0064;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0082;     A0065;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0082;     A0070;    0.0000;    0.0000;    0.9189;         0;        ok;
     A0082;     A0080;    0.0000;    0.0000;    0.8466;         0;        ok;
     A0082;     A0082;    0.0000;    0.0000;    0.9041;         1;        ok;
     A0082;     A0083;    0.0000;    0.0000;    0.9041;         1;        ok;
     A0082;     A0086;    0.0000;    0.0000;    0.9211;         0;        ok;
     A0082;     A0087;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0082;     A0088;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0082;     A0089;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0083;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0083;     A0063;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0083;     A0064;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0083;     A0065;    0.0000;    0.0000;    0.9143;         0;        ok;
     A0083;     A0070;    0.0000;    0.0000;    0.9189;         0;        ok;
     A0083;     A0080;    0.0000;    0.0000;    0.8466;         0;        ok;
     A0083;     A0082;    0.0000;    0.0000;    0.9083;         1;        ok;
     A0083;     A0083;    0.0000;    0.0000;    0.9083;         1;        ok;
     A0083;     A0086;    0.0000;    0.0000;    0.9211;         0;        ok;
     A0083;     A0087;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0083;     A0088;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0083;     A0089;    0.0000;    0.0000;    0.9130;         0;        ok;
     A0086;     A0053;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0054;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0055;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0056;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0057;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0058;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0059;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0060;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0062;    0.0000;    0.0000;    1.0000;         0;        ok;
     A0086;     A0063;    0.0000;    0.0000;    0.9167;         0;        ok;
     A0086;     A0064;    0.0000;    0.0000;    0.9167;         0;        ok;
     A0086;     A0065;    0.0000;    0.0000;    0.9167;         0;        ok;
     A0086;     A0070;    0.0000;    0.0000;    0.9118;         0;        ok;
     A0086;     A0080;    0.0000;    0.0000;    0.9167;         0;        ok;
     A0086;     A0082;    0.0000;    0.0000;    0.9211;         0;        ok;
