======== Checking equivalence of automata =======
Automata directory:   ./tests/fa_timbuk_armc/
Timeout:              5 s
reading files ...
-----------------------------------------------
      aut1;      aut2;double-incl;double-incl-d;  congr-up;      '<=';
armcNFA_inclTest_10;armcNFA_inclTest_23;    0.0115;    0.0095;    0.0098;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_24;    0.0178;    0.0161;    0.0162;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_25;    0.0109;    0.0096;    0.0097;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_26;    0.0175;    0.0162;    0.0168;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_27;    0.0167;    0.0162;    0.0164;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_28;    0.0191;    0.0184;    0.0186;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_29;    0.0170;    0.0162;    0.0246;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_3;    0.0024;    0.0024;    0.0022;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_30;    0.0205;    0.0204;    0.0200;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_31;    0.0189;    0.0184;    0.0189;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_32;    0.0206;    0.0206;    0.0202;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_33;    0.0204;    0.0204;    0.0203;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_34;    0.0208;    0.0202;    0.0211;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_35;    0.0204;    0.0205;    0.0204;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_4;    0.0025;    0.0025;    0.0022;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_5;    0.0024;    0.0031;    0.0021;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_550;    0.0638;    0.0630;    0.0580;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_557;    0.0638;    0.0622;    0.0564;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_6;    0.0026;    0.0058;    0.0042;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_7;    0.0023;    0.0031;    0.0021;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_8;    0.0031;    0.0053;    0.0030;         0;        ok;
armcNFA_inclTest_10;armcNFA_inclTest_9;    0.0026;    0.0037;    0.0023;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_0;    0.1330;    0.1260;    0.1218;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_1;    0.1326;    0.1240;    0.1234;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_10;    0.1397;    0.1273;    0.1329;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_1072;    2.3311;    2.3348;         -;         1;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_1073;    0.4339;    1.4569;         -;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_11;    0.1390;    0.1266;    0.1248;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_12;    0.1423;    0.1300;    0.1324;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_13;    0.1375;    0.1269;    0.1288;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_14;    0.1474;    0.1305;    0.1428;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_15;    0.1400;    0.1280;    0.1341;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_16;    0.1464;    0.1316;    0.1426;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_17;    0.1393;    0.1276;    0.1334;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_18;    0.1471;    0.1345;    0.1432;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_19;    0.1420;    0.1281;    0.1329;         0;        ok;
armcNFA_inclTest_1072;armcNFA_inclTest_2;    0.1366;    0.1262;    0.1338;         0;        ok;
